0 0 0
0.118 0.2085 0.2415
0.236 0.417 0.483
0.354 0.6255 0.7245
0.472 0.834 0.966
0.59 1.0425 1.2075
0.708 1.251 1.449
0.826 1.4595 1.6905
0.944 1.668 1.932
1.062 1.8765 2.1735
1.18 2.085 2.415
1.298 2.2935 2.6565
1.416 2.502 2.898
1.534 2.7105 3.1395
1.652 2.919 3.381
1.77 3.1275 3.6225
1.888 3.336 3.864
2.006 3.5445 4.1055
2.124 3.753 4.347
2.242 3.9615 4.5885
