0.987045 0.0129537 0 0 0 0
0.889157 0.0177083 0.0327608 0.0513566 0.00651257 0.000162589
0.763684 0.0368561 0.0915748 0.078759 0.0280494 0.000868329
0.326871 0.0662751 0.31533 0.128801 0.157794 0.00607875
0.0810137 0.0484972 0.457997 0.0807597 0.318302 0.014449
0.0354726 0.0335746 0.459027 0.0417417 0.410891 0.0198467
0.0335852 0.0354685 0.410843 0.0417472 0.459063 0.0198462
0.0485176 0.0810274 0.318239 0.0807751 0.458013 0.0144476
0.0662962 0.326952 0.15773 0.128797 0.315299 0.00607707
0.0368545 0.763741 0.0280315 0.0787385 0.0915562 0.00086793
0.0177041 0.889182 0.00650807 0.0513437 0.0327555 0.000162515
0.0177041 0.889182 0.00650807 0.0513437 0.0327555 0.000162515
0.0368545 0.763741 0.0280315 0.0787385 0.0915562 0.00086793
0.0662962 0.326952 0.15773 0.128797 0.315299 0.00607707
0.0485176 0.0810274 0.318239 0.0807751 0.458013 0.0144476
0.0335852 0.0354685 0.410843 0.0417472 0.459063 0.0198462
0.0354726 0.0335746 0.459027 0.0417417 0.410891 0.0198467
0.0810137 0.0484972 0.457997 0.0807597 0.318302 0.014449
0.326871 0.0662751 0.31533 0.128801 0.157794 0.00607875
0.763684 0.0368561 0.0915748 0.078759 0.0280494 0.000868329
0.889157 0.0177083 0.0327608 0.0513566 0.00651257 0.000162589
0.719299 0.0483037 0.0617068 0.144191 0.0258987 0.000452451
0.544618 0.0659788 0.141898 0.174101 0.0726159 0.00172297
0.209698 0.0676843 0.332242 0.165997 0.218487 0.00720369
0.0635424 0.0446849 0.442412 0.0810916 0.354354 0.0148131
0.0327993 0.031552 0.453888 0.0381225 0.424239 0.0198637
0.0315607 0.0327957 0.424195 0.0381263 0.453923 0.0198635
0.0446991 0.0635509 0.354295 0.0811029 0.442438 0.0148122
0.0676953 0.209756 0.21842 0.165995 0.332242 0.00720264
0.0659602 0.544735 0.0725757 0.174061 0.141878 0.00172241
0.0482747 0.719386 0.025882 0.144156 0.0616985 0.000452297
0.0482747 0.719386 0.025882 0.144156 0.0616985 0.000452297
0.0659602 0.544735 0.0725757 0.174061 0.141878 0.00172241
0.0676953 0.209756 0.21842 0.165995 0.332242 0.00720264
0.0446991 0.0635509 0.354295 0.0811029 0.442438 0.0148122
0.0315607 0.0327957 0.424195 0.0381263 0.453923 0.0198635
0.0327993 0.031552 0.453888 0.0381225 0.424239 0.0198637
0.0635424 0.0446849 0.442412 0.0810916 0.354354 0.0148131
0.209698 0.0676843 0.332242 0.165997 0.218487 0.00720369
0.544618 0.0659788 0.141898 0.174101 0.0726159 0.00172297
0.719299 0.0483037 0.0617068 0.144191 0.0258987 0.000452451
0.306873 0.180942 0.09573 0.325437 0.0912877 0.00108517
0.22196 0.141512 0.171453 0.297458 0.166354 0.00283729
0.105925 0.0810296 0.307751 0.193511 0.305073 0.00797704
0.0467479 0.0428181 0.407343 0.0794617 0.409441 0.0149318
0.0295005 0.029177 0.442964 0.0341591 0.444888 0.0196541
0.0291824 0.0294977 0.444851 0.034161 0.442996 0.0196541
