0 0.953492 0.0175734 0.0110119 0.00125213 0.000212058 0
0.125 0.951419 0.0219714 0.0107153 0.00155395 0.000264753 0
0.25 0.945578 0.0319984 0.0101572 0.00219432 0.000384341 0
0.375 0.932051 0.0507514 0.00939504 0.00324247 0.000602398 0
0.5 0.903357 0.084677 0.00848661 0.00477588 0.000972878 0
0.625 0.846528 0.145673 0.00746459 0.00679208 0.00157245 0
0.75 0.744172 0.250389 0.00631971 0.00899473 0.00247624 0
0.875 0.588541 0.406749 0.00503217 0.0105691 0.00368155 0
1 0.406749 0.588541 0.00368155 0.0105691 0.00503217 0
1.125 0.250389 0.744172 0.00247624 0.00899473 0.00631971 0
1.25 0.145673 0.846528 0.00157245 0.00679208 0.00746459 0
1.375 0.084677 0.903357 0.000972878 0.00477588 0.00848662 0
1.5 0.0507514 0.932051 0.000602398 0.00324247 0.00939504 0
1.625 0.0319984 0.945578 0.000384341 0.00219432 0.0101572 0
1.75 0.0219714 0.951419 0.000264753 0.00155395 0.0107153 0
1.875 0.0175734 0.953492 0.000212058 0.00125213 0.0110119 0
2 0.0175734 0.953492 0.000212058 0.00125213 0.0110119 0
2.125 0.0219714 0.951419 0.000264753 0.00155395 0.0107153 0
2.25 0.0319984 0.945578 0.000384341 0.00219432 0.0101572 0
2.375 0.0507514 0.932051 0.000602398 0.00324247 0.00939504 0
2.5 0.084677 0.903357 0.000972878 0.00477588 0.00848661 0
2.625 0.145673 0.846528 0.00157245 0.00679208 0.00746459 0
2.75 0.250389 0.744172 0.00247624 0.00899473 0.00631971 0
2.875 0.406749 0.588541 0.00368155 0.0105691 0.00503217 0
3 0.588541 0.406749 0.00503217 0.0105691 0.00368155 0
3.125 0.744172 0.250389 0.00631971 0.00899473 0.00247624 0
3.25 0.846528 0.145673 0.00746459 0.00679208 0.00157245 0
3.375 0.903357 0.084677 0.00848662 0.00477588 0.000972878 0
3.5 0.932051 0.0507514 0.00939504 0.00324247 0.000602398 0
3.625 0.945578 0.0319984 0.0101572 0.00219432 0.000384341 0
3.75 0.951419 0.0219714 0.0107153 0.00155395 0.000264753 0
3.875 0.953492 0.0175734 0.0110119 0.00125213 0.000212058 0
