0 0.798937 0.0120069 0.0271283 0.0194025 0.00334328 2.90297e-11
0.1125 0.787457 0.0144934 0.0342165 0.0238864 0.0049898 4.51471e-11
0.225 0.756336 0.0204246 0.0525678 0.0353586 0.0103603 9.9173e-11
0.3375 0.68015 0.0313513 0.0942914 0.0597249 0.026643 2.6629e-10
0.45 0.509254 0.0459052 0.181358 0.104727 0.0724295 7.36647e-10
0.5625 0.279716 0.0521289 0.288944 0.151703 0.155223 1.56034e-09
0.675 0.139505 0.0506681 0.337956 0.169318 0.234848 2.25948e-09
0.7875 0.0786155 0.0556511 0.33281 0.171747 0.295036 2.61988e-09
0.9 0.0556511 0.0786155 0.295036 0.171747 0.33281 2.61988e-09
1.0125 0.050668 0.139505 0.234848 0.169318 0.337956 2.25948e-09
1.125 0.0521289 0.279716 0.155223 0.151703 0.288944 1.56035e-09
1.2375 0.0459052 0.509253 0.0724295 0.104727 0.181359 7.36647e-10
1.35 0.0313513 0.68015 0.026643 0.0597249 0.0942915 2.66291e-10
1.4625 0.0204246 0.756336 0.0103603 0.0353587 0.0525678 9.91731e-11
1.575 0.0144935 0.787457 0.0049898 0.0238864 0.0342165 4.51472e-11
1.6875 0.0120069 0.798936 0.00334328 0.0194025 0.0271283 2.90297e-11
1.8 0.0120069 0.798937 0.00334328 0.0194025 0.0271283 2.90297e-11
1.9125 0.0144934 0.787457 0.0049898 0.0238864 0.0342165 4.51471e-11
2.025 0.0204246 0.756336 0.0103603 0.0353586 0.0525678 9.9173e-11
2.1375 0.0313513 0.68015 0.026643 0.0597248 0.0942914 2.6629e-10
2.25 0.0459052 0.509254 0.0724295 0.104727 0.181358 7.36647e-10
2.3625 0.0521289 0.279717 0.155223 0.151703 0.288944 1.56034e-09
2.475 0.0506681 0.139505 0.234848 0.169318 0.337956 2.25948e-09
2.5875 0.0556511 0.0786155 0.295036 0.171747 0.33281 2.61988e-09
2.7 0.0786155 0.0556511 0.33281 0.171747 0.295036 2.61988e-09
2.8125 0.139505 0.0506681 0.337956 0.169318 0.234848 2.25948e-09
2.925 0.279716 0.0521289 0.288944 0.151703 0.155223 1.56035e-09
3.0375 0.509254 0.0459052 0.181358 0.104727 0.0724295 7.36647e-10
3.15 0.68015 0.0313513 0.0942914 0.0597249 0.026643 2.6629e-10
3.2625 0.756336 0.0204246 0.0525678 0.0353586 0.0103603 9.91731e-11
3.375 0.787457 0.0144935 0.0342165 0.0238864 0.0049898 4.51472e-11
3.4875 0.798936 0.0120069 0.0271283 0.0194025 0.00334328 2.90297e-11
