0.118066 0.881947 0 0 0 0
0.00967016 0.0097201 0.0342074 0.00871957 0.034262 0.903431
0.00952771 0.00936817 0.0341888 0.00852214 0.034018 0.904374
0.00982056 0.010124 0.0341913 0.0089401 0.0345152 0.902406
0.00933574 0.00881636 0.0341942 0.00822633 0.0336056 0.905816
0.00994468 0.0108508 0.0345914 0.00925724 0.0352834 0.900111
0.00884386 0.00719628 0.0382471 0.00732488 0.0367766 0.901547
0.0106309 0.0129486 0.0515303 0.00971981 0.0656988 0.849506
0.0208907 0.000752122 0.0878257 0.00782768 0.168063 0.714631
0.0701579 0.0610457 0.0769107 0.098198 0.356574 0.337867
0.0142463 0.811435 0.00630724 0.0864198 0.0672989 0.0125585
0.117114 0.117129 0.102759 0.508054 0.102762 0.0517304
0.811437 0.0142439 0.0672997 0.0864195 0.00630693 0.0125583
0.0610278 0.070139 0.356593 0.0981657 0.0769075 0.33792
0.000773711 0.0209006 0.168062 0.00784524 0.0878136 0.714596
0.0129145 0.0106177 0.0656701 0.0097013 0.051528 0.849602
0.00724193 0.00886384 0.0368031 0.00735167 0.0382478 0.901428
0.0107896 0.00991722 0.0352375 0.00922213 0.0345851 0.900286
0.00889667 0.00937227 0.0336579 0.0082735 0.0341997 0.905596
0.0100162 0.00977298 0.0344396 0.00887816 0.0341827 0.902707
0.00951486 0.00958978 0.034116 0.00860582 0.0341953 0.903985
0.00963894 0.00964492 0.034214 0.0086881 0.034235 0.903587
0.0096237 0.00960444 0.0341671 0.00862057 0.0341016 0.903885
0.0096532 0.00968966 0.0342375 0.00876364 0.0343598 0.90329
0.00959264 0.0095292 0.0340971 0.00851388 0.033851 0.904413
0.009605 0.00971801 0.0346052 0.00884129 0.0347496 0.902512
0.00935841 0.00915193 0.0367932 0.00807456 0.0360291 0.900553
0.00964032 0.00951749 0.0473894 0.00867625 0.0550262 0.869752
0.0155089 0.00777273 0.0727309 0.0080045 0.121329 0.774633
0.0362895 0.0161807 0.0924291 0.0345471 0.275199 0.545657
0.0437332 0.0710483 0.107362 0.0762665 0.349784 0.352434
0.0424268 0.0424285 0.233278 0.112253 0.233283 0.336666
0.0710491 0.0437316 0.349785 0.0762671 0.10736 0.352435
0.0161782 0.0362868 0.275197 0.0345397 0.0924231 0.545678
0.00777523 0.0155095 0.121331 0.00800876 0.0727272 0.774627
0.00951352 0.00963867 0.0550102 0.00866944 0.0473841 0.869785
0.00915722 0.00936053 0.0360441 0.0080834 0.0367983 0.900517
0.00971094 0.00960185 0.0347252 0.00882892 0.034596 0.902567
0.00953845 0.00959661 0.0338797 0.00852981 0.0341077 0.904345
0.00967726 0.00964793 0.0343191 0.00874219 0.0342225 0.903385
0.00962145 0.00963054 0.0341543 0.00864926 0.0341847 0.903768
0.00963527 0.00963473 0.0342059 0.00867284 0.0342083 0.903649
0.00963471 0.0096364 0.0341934 0.00866794 0.0341861 0.903687
0.0096349 0.00963167 0.0341982 0.00867796 0.0342102 0.90364
0.00962464 0.00962994 0.0341513 0.00865391 0.0341041 0.903832
0.00959186 0.00958484 0.0343405 0.00865004 0.0342325 0.903622
0.00946665 0.00948907 0.0355327 0.00848681 0.0351555 0.901864
0.00934976 0.00919544 0.04106 0.00827417 0.0430856 0.889006
0.0106785 0.00890898 0.0549384 0.00791741 0.0725253 0.845036
0.0164818 0.00820002 0.0761066 0.00959076 0.137173 0.75242
0.0212507 0.0056359 0.105668 0.0124636 0.18727 0.667773
0.0149305 0.0149304 0.156273 0.0111326 0.156274 0.646533
0.00563572 0.0212507 0.187269 0.0124637 0.105667 0.667774
0.00820006 0.0164816 0.137171 0.00959049 0.0761041 0.752424
