0 0 0
0.109375 0.10625 0.10625
0.21875 0.2125 0.2125
0.328125 0.31875 0.31875
0.4375 0.425 0.425
0.546875 0.53125 0.53125
0.65625 0.6375 0.6375
0.765625 0.74375 0.74375
0.875 0.85 0.85
0.984375 0.95625 0.95625
1.09375 1.0625 1.0625
1.20312 1.16875 1.16875
1.3125 1.275 1.275
1.42188 1.38125 1.38125
1.53125 1.4875 1.4875
1.64062 1.59375 1.59375
1.75 1.7 1.7
1.85938 1.80625 1.80625
1.96875 1.9125 1.9125
2.07812 2.01875 2.01875
2.1875 2.125 2.125
2.29688 2.23125 2.23125
2.40625 2.3375 2.3375
2.51562 2.44375 2.44375
2.625 2.55 2.55
2.73438 2.65625 2.65625
2.84375 2.7625 2.7625
2.95312 2.86875 2.86875
3.0625 2.975 2.975
3.17188 3.08125 3.08125
3.28125 3.1875 3.1875
3.39062 3.29375 3.29375
