0 0 0
0.075 0.13125 0.15
0.15 0.2625 0.3
0.225 0.39375 0.45
0.3 0.525 0.6
0.375 0.65625 0.75
0.45 0.7875 0.9
0.525 0.91875 1.05
0.6 1.05 1.2
0.675 1.18125 1.35
0.75 1.3125 1.5
0.825 1.44375 1.65
0.9 1.575 1.8
0.975 1.70625 1.95
1.05 1.8375 2.1
1.125 1.96875 2.25
1.2 2.1 2.4
1.275 2.23125 2.55
1.35 2.3625 2.7
1.425 2.49375 2.85
1.5 2.625 3
1.575 2.75625 3.15
1.65 2.8875 3.3
1.725 3.01875 3.45
1.8 3.15 3.6
1.875 3.28125 3.75
1.95 3.4125 3.9
2.025 3.54375 4.05
2.1 3.675 4.2
2.175 3.80625 4.35
2.25 3.9375 4.5
2.325 4.06875 4.65
