0 0 0
0.078125 0.132812 0.284375
0.15625 0.265625 0.56875
0.234375 0.398438 0.853125
0.3125 0.53125 1.1375
0.390625 0.664062 1.42188
0.46875 0.796875 1.70625
0.546875 0.929688 1.99062
0.625 1.0625 2.275
0.703125 1.19531 2.55937
0.78125 1.32812 2.84375
0.859375 1.46094 3.12812
0.9375 1.59375 3.4125
1.01562 1.72656 3.69687
1.09375 1.85938 3.98125
1.17188 1.99219 4.26562
1.25 2.125 4.55
1.32812 2.25781 4.83437
1.40625 2.39062 5.11875
1.48438 2.52344 5.40313
1.5625 2.65625 5.6875
1.64062 2.78906 5.97187
1.71875 2.92188 6.25625
1.79688 3.05469 6.54062
1.875 3.1875 6.825
1.95312 3.32031 7.10938
2.03125 3.45312 7.39375
2.10938 3.58594 7.67812
2.1875 3.71875 7.9625
2.26562 3.85156 8.24687
2.34375 3.98438 8.53125
2.42188 4.11719 8.81562
