0 0 0 -5.91675 65.0807 60.0185 60.0185 60.0185 60.0185
0 0 1 -4.39296 62.1597 54.4496 54.4496 54.4496 54.4495
0 0 2 -4.32913 48.7119 31.7424 31.7425 31.7425 31.7423
0 0 3 11.7468 37.3955 -3.32501 -3.32486 -3.32486 -3.32525
0 0 4 41.7093 48.8297 -12.9285 -12.9282 -12.9284 -12.9288
0 0 5 56.0217 57.6296 -12.8769 -12.8766 -12.8768 -12.8773
0 0 6 60.7232 60.9741 -12.9175 -12.9172 -12.9175 -12.9179
0 0 7 62.0655 62.0742 -13.0348 -13.0345 -13.0348 -13.0352
0 0 8 62.0747 62.0658 -13.0348 -13.0345 -13.0348 -13.0352
0 0 9 60.9756 60.7249 -12.9176 -12.9173 -12.9176 -12.918
0 0 10 57.6337 56.0276 -12.8767 -12.8765 -12.8768 -12.8771
0 0 11 48.8395 41.7267 -12.929 -12.9289 -12.9292 -12.9295
0 0 12 37.3983 11.7714 -3.34388 -3.34387 -3.34402 -3.34426
0 0 13 48.6976 -4.32728 31.7159 31.7159 31.7158 31.7157
0 0 14 62.1542 -4.39244 54.4404 54.4404 54.4404 54.4403
0 0 15 65.0803 -5.91574 60.0173 60.0173 60.0173 60.0172
0 0 16 65.081 -5.91794 60.0198 60.0198 60.0198 60.0197
0 0 17 62.1648 -4.3938 54.4586 54.4585 54.4585 54.4585
0 0 18 48.7253 -4.33132 31.7681 31.7681 31.7681 31.768
0 0 19 37.3923 11.7227 -3.30659 -3.30659 -3.30674 -3.30698
0 0 20 48.8199 41.6922 -12.9277 -12.9276 -12.9279 -12.9282
0 0 21 57.6255 56.0157 -12.8768 -12.8766 -12.877 -12.8773
0 0 22 60.9724 60.7211 -12.9173 -12.917 -12.9173 -12.9177
0 0 23 62.0733 62.0645 -13.0345 -13.0342 -13.0346 -13.0349
0 0 24 62.0648 62.0738 -13.0346 -13.0343 -13.0346 -13.035
0 0 25 60.7229 60.9741 -12.9174 -12.9171 -12.9174 -12.9178
0 0 26 56.0219 57.6299 -12.8769 -12.8765 -12.8767 -12.8772
0 0 27 41.7104 48.8304 -12.9286 -12.9283 -12.9284 -12.9289
0 0 28 11.7485 37.3957 -3.32651 -3.32636 -3.32636 -3.32675
0 0 29 -4.32911 48.7108 31.7405 31.7405 31.7406 31.7404
0 0 30 -4.39281 62.1594 54.4491 54.4491 54.4492 54.4491
0 0 31 -5.91627 65.081 60.0188 60.0188 60.0188 60.0188
0 1 0 -5.14959 61.5223 54.086 54.086 54.0861 54.0859
0 1 1 -4.33652 56.7974 45.8718 45.8718 45.8719 45.8717
0 1 2 -1.9777 43.5837 21.2519 21.2519 21.2519 21.2517
0 1 3 18.8071 39.0146 -6.78343 -6.78329 -6.78329 -6.78371
0 1 4 44.7836 50.5609 -12.8074 -12.8072 -12.8073 -12.8078
0 1 5 56.7559 58.1071 -12.8593 -12.8589 -12.8592 -12.8596
0 1 6 60.8844 61.1009 -12.9469 -12.9466 -12.9469 -12.9473
0 1 7 62.1229 62.1313 -13.0504 -13.0501 -13.0504 -13.0508
0 1 8 62.1317 62.1232 -13.0505 -13.0501 -13.0505 -13.0508
0 1 9 61.1022 60.886 -12.947 -12.9467 -12.947 -12.9474
0 1 10 58.1106 56.7609 -12.8591 -12.8589 -12.8593 -12.8596
0 1 11 50.5692 44.7979 -12.8077 -12.8076 -12.8078 -12.8082
0 1 12 39.0209 18.8307 -6.79542 -6.79541 -6.79555 -6.79584
0 1 13 43.5725 -1.97144 21.2267 21.2266 21.2266 21.2264
0 1 14 56.7906 -4.33614 45.8603 45.8602 45.8602 45.8601
0 1 15 61.5213 -5.14896 54.084 54.084 54.084 54.0839
0 1 16 61.5239 -5.1501 54.089 54.089 54.089 54.0889
0 1 17 56.8045 -4.337 45.884 45.884 45.884 45.8839
0 1 18 43.5945 -1.98431 21.2769 21.2769 21.2769 21.2767
0 1 19 39.0081 18.7837 -6.77162 -6.77162 -6.77176 -6.77204
0 1 20 50.5526 44.7696 -12.807 -12.8068 -12.8071 -12.8074
0 1 21 58.1035 56.7508 -12.8591 -12.8589 -12.8592 -12.8596
0 1 22 61.0993 60.8826 -12.9467 -12.9464 -12.9467 -12.9471
0 1 23 62.1305 62.122 -13.0502 -13.0499 -13.0502 -13.0506
0 1 24 62.1223 62.1309 -13.0503 -13.0499 -13.0503 -13.0506
0 1 25 60.8842 61.1008 -12.9468 -12.9465 -12.9468 -12.9472
0 1 26 56.7561 58.1074 -12.8592 -12.8589 -12.8591 -12.8596
0 1 27 44.7846 50.5615 -12.8075 -12.8072 -12.8074 -12.8078
0 1 28 18.8087 39.015 -6.78446 -6.78432 -6.78432 -6.78474
0 1 29 -1.97746 43.5829 21.2501 21.2501 21.2502 21.2499
0 1 30 -4.3364 56.7972 45.8714 45.8714 45.8715 45.8713
0 1 31 -5.14917 61.5226 54.0864 54.0864 54.0865 54.0863
0 2 0 -4.64128 49.7389 36.356 36.3559 36.356 36.3558
0 2 1 -2.19628 44.6383 25.7828 25.7827 25.7828 25.7826
0 2 2 7.90741 38.0002 4.74621 4.7462 4.74629 4.74593
0 2 3 30.7095 43.061 -9.75084 -9.75073 -9.75074 -9.7512
0 2 4 49.2433 53.0207 -12.5392 -12.539 -12.5391 -12.5396
0 2 5 57.8444 58.7839 -12.8443 -12.844 -12.8442 -12.8447
0 2 6 61.1388 61.3 -12.985 -12.9847 -12.985 -12.9854
0 2 7 62.2197 62.2287 -13.0683 -13.0679 -13.0683 -13.0686
0 2 8 62.2291 62.2199 -13.0683 -13.068 -13.0683 -13.0687
0 2 9 61.3011 61.14 -12.9851 -12.9848 -12.9851 -12.9855
0 2 10 58.7866 57.848 -12.8443 -12.8441 -12.8444 -12.8448
0 2 11 53.0267 49.2529 -12.5395 -12.5393 -12.5396 -12.5399
0 2 12 43.0687 30.7275 -9.75556 -9.75554 -9.75566 -9.75602
0 2 13 37.9984 7.92102 4.73004 4.72996 4.72996 4.72968
0 2 14 44.6326 -2.19291 25.7704 25.7703 25.7703 25.7701
0 2 15 49.7378 -4.64044 36.3534 36.3533 36.3534 36.3532
0 2 16 49.742 -4.64191 36.3613 36.3612 36.3613 36.3611
0 2 17 44.6452 -2.20002 25.7971 25.797 25.7971 25.7969
0 2 18 38.0021 7.89298 4.76276 4.76268 4.76268 4.7624
0 2 19 43.0531 30.6914 -9.74628 -9.74627 -9.74638 -9.74674
0 2 20 53.0148 49.2337 -12.5389 -12.5387 -12.539 -12.5394
0 2 21 58.7811 57.8406 -12.8441 -12.8439 -12.8442 -12.8446
0 2 22 61.2987 61.1373 -12.9849 -12.9846 -12.9849 -12.9852
0 2 23 62.2279 62.2189 -13.0681 -13.0678 -13.0681 -13.0685
0 2 24 62.2191 62.2284 -13.0681 -13.0678 -13.0681 -13.0685
0 2 25 61.1386 61.2999 -12.985 -12.9846 -12.9849 -12.9853
0 2 26 57.8445 58.7841 -12.8443 -12.844 -12.8442 -12.8447
0 2 27 49.2439 53.0213 -12.5393 -12.5391 -12.5392 -12.5397
0 2 28 30.7106 43.0615 -9.75141 -9.75129 -9.75131 -9.75176
0 2 29 7.90794 38.0001 4.7451 4.74509 4.74518 4.74482
0 2 30 -2.19619 44.6383 25.7826 25.7826 25.7827 25.7824
0 2 31 -4.64099 49.7395 36.3567 36.3567 36.3568 36.3566
0 3 0 3.92292 32.5383 10.3635 10.3634 10.3635 10.3632
0 3 1 11.0033 33.3614 3.91611 3.91598 3.91614 3.91577
0 3 2 25.3306 38.1212 -5.0884 -5.08846 -5.08836 -5.08881
0 3 3 41.7413 47.0965 -10.4244 -10.4243 -10.4244 -10.4249
0 3 4 53.0545 54.8324 -12.2594 -12.2592 -12.2594 -12.2599
0 3 5 58.8236 59.3071 -12.8318 -12.8315 -12.8318 -12.8322
0 3 6 61.3914 61.4907 -13.0031 -13.0028 -13.0031 -13.0035
0 3 7 62.3265 62.3378 -13.0717 -13.0714 -13.0717 -13.0721
0 3 8 62.3381 62.3267 -13.0717 -13.0714 -13.0717 -13.0721
0 3 9 61.4917 61.3924 -13.0032 -13.0029 -13.0032 -13.0036
0 3 10 59.3091 58.8261 -12.8319 -12.8316 -12.8319 -12.8323
0 3 11 54.8364 53.0602 -12.2599 -12.2598 -12.26 -12.2604
0 3 12 47.1026 41.7518 -10.4263 -10.4262 -10.4263 -10.4268
0 3 13 38.1261 25.3429 -5.09372 -5.09382 -5.09376 -5.09417
0 3 14 33.3625 11.0109 3.90996 3.9098 3.90993 3.90959
0 3 15 32.5392 3.92487 10.362 10.3618 10.362 10.3617
0 3 16 32.5402 3.91977 10.3676 10.3674 10.3675 10.3672
0 3 17 33.3619 10.9943 3.92344 3.92328 3.92341 3.92307
0 3 18 38.117 25.3175 -5.08326 -5.08335 -5.08329 -5.0837
0 3 19 47.0909 41.7308 -10.4229 -10.4229 -10.4229 -10.4234
0 3 20 54.8287 53.049 -12.2591 -12.2589 -12.2591 -12.2595
0 3 21 59.3051 58.8211 -12.8316 -12.8314 -12.8317 -12.8321
0 3 22 61.4897 61.3903 -13.0031 -13.0027 -13.0031 -13.0034
0 3 23 62.3371 62.3259 -13.0716 -13.0713 -13.0716 -13.072
0 3 24 62.326 62.3375 -13.0716 -13.0713 -13.0716 -13.072
0 3 25 61.3913 61.4907 -13.0031 -13.0028 -13.0031 -13.0035
0 3 26 58.8237 59.3073 -12.8318 -12.8315 -12.8318 -12.8322
0 3 27 53.055 54.8329 -12.2596 -12.2594 -12.2595 -12.26
0 3 28 41.742 47.0972 -10.4248 -10.4247 -10.4248 -10.4253
0 3 29 25.331 38.1216 -5.08899 -5.08905 -5.08896 -5.0894
0 3 30 11.0032 33.3618 3.91609 3.91596 3.91612 3.91575
0 3 31 3.92264 32.539 10.3643 10.3642 10.3643 10.364
0 4 0 20.9856 18.7435 0.227333 0.22712 0.227314 0.226933
0 4 1 26.8294 25.19 -2.57146 -2.57165 -2.57149 -2.5719
0 4 2 36.9153 36.056 -6.89898 -6.89908 -6.89901 -6.89946
0 4 3 47.4912 47.1788 -10.3079 -10.3079 -10.3079 -10.3084
0 4 4 55.0698 55.0128 -12.1064 -12.1063 -12.1065 -12.1069
0 4 5 59.4038 59.4301 -12.7904 -12.7901 -12.7904 -12.7908
0 4 6 61.5666 61.6009 -12.9811 -12.9808 -12.9811 -12.9815
0 4 7 62.4148 62.4286 -13.0511 -13.0508 -13.0511 -13.0515
0 4 8 62.4289 62.415 -13.0511 -13.0508 -13.0511 -13.0515
0 4 9 61.6017 61.5673 -12.9811 -12.9808 -12.9811 -12.9815
0 4 10 59.4317 59.4055 -12.7906 -12.7902 -12.7905 -12.7909
0 4 11 55.0159 55.0731 -12.1071 -12.1069 -12.107 -12.1075
0 4 12 47.1837 47.4969 -10.3093 -10.3093 -10.3093 -10.3098
0 4 13 36.062 36.9222 -6.90139 -6.90146 -6.90136 -6.90184
0 4 14 25.195 26.8346 -2.5738 -2.57396 -2.57377 -2.57421
0 4 15 18.7468 20.9872 0.2263 0.226105 0.226318 0.225918
