0 0 0 -5.2349 8.7156 -0.675779 -0.675743 -0.675777 -0.675856
0 0 1 7.88358 8.06652 -1.33517 -1.33514 -1.33517 -1.33525
0 0 2 7.84951 7.88922 -1.50936 -1.50932 -1.50936 -1.50944
0 0 3 7.83406 7.8344 -1.55763 -1.5576 -1.55763 -1.55771
0 0 4 7.82475 7.81624 -1.57118 -1.57115 -1.57118 -1.57126
0 0 5 7.81933 7.81151 -1.57396 -1.57392 -1.57396 -1.57404
0 0 6 7.81637 7.81077 -1.5745 -1.57446 -1.5745 -1.57458
0 0 7 7.81499 7.81162 -1.57413 -1.57409 -1.57413 -1.5742
0 0 8 7.81437 7.81246 -1.57385 -1.57381 -1.57385 -1.57393
0 0 9 7.81411 7.81316 -1.57357 -1.57354 -1.57357 -1.57365
0 0 10 7.81393 7.81347 -1.57352 -1.57348 -1.57352 -1.5736
0 0 11 7.81376 7.81348 -1.57364 -1.57361 -1.57364 -1.57372
0 0 12 7.81361 7.81317 -1.57396 -1.57392 -1.57396 -1.57403
0 0 13 7.81358 7.81249 -1.57446 -1.57443 -1.57446 -1.57454
0 0 14 7.81398 7.81169 -1.57492 -1.57489 -1.57492 -1.575
0 0 15 7.81521 7.81086 -1.57543 -1.5754 -1.57543 -1.57551
0 0 16 7.8181 7.8116 -1.57498 -1.57494 -1.57498 -1.57506
0 0 17 7.8235 7.81629 -1.57225 -1.57222 -1.57225 -1.57233
0 0 18 7.83283 7.83439 -1.55873 -1.55869 -1.55873 -1.55881
0 0 19 7.84834 7.88912 -1.51046 -1.51043 -1.51046 -1.51054
0 0 20 7.88248 8.06634 -1.33628 -1.33624 -1.33628 -1.33636
0 0 21 -5.23597 8.71534 -0.676913 -0.676877 -0.676911 -0.676989
0 1 0 7.88358 8.06652 -1.33517 -1.33514 -1.33517 -1.33525
0 1 1 7.86175 7.94907 -1.45164 -1.4516 -1.45164 -1.45171
0 1 2 7.84275 7.86189 -1.53423 -1.53419 -1.53422 -1.5343
0 1 3 7.83104 7.8273 -1.56319 -1.56315 -1.56319 -1.56327
0 1 4 7.82331 7.81462 -1.57217 -1.57213 -1.57217 -1.57224
0 1 5 7.81864 7.81114 -1.5742 -1.57416 -1.5742 -1.57428
0 1 6 7.81609 7.81087 -1.57444 -1.5744 -1.57444 -1.57452
0 1 7 7.81487 7.8117 -1.57411 -1.57407 -1.57411 -1.57419
0 1 8 7.81434 7.81255 -1.5738 -1.57376 -1.5738 -1.57387
0 1 9 7.8141 7.81318 -1.57356 -1.57352 -1.57356 -1.57363
0 1 10 7.81393 7.81347 -1.57352 -1.57348 -1.57352 -1.57359
0 1 11 7.81375 7.81347 -1.57366 -1.57362 -1.57366 -1.57374
0 1 12 7.81359 7.81322 -1.57395 -1.57391 -1.57395 -1.57403
0 1 13 7.81356 7.81265 -1.5744 -1.57436 -1.5744 -1.57448
0 1 14 7.81389 7.81187 -1.57489 -1.57485 -1.57489 -1.57496
0 1 15 7.81497 7.81109 -1.57535 -1.57531 -1.57535 -1.57542
0 1 16 7.81745 7.81137 -1.57519 -1.57516 -1.57519 -1.57527
0 1 17 7.82209 7.8148 -1.57321 -1.57318 -1.57321 -1.57329
0 1 18 7.82983 7.8274 -1.56427 -1.56423 -1.56427 -1.56434
0 1 19 7.84157 7.86187 -1.53532 -1.53528 -1.53532 -1.5354
0 1 20 7.86061 7.94896 -1.45274 -1.4527 -1.45274 -1.45282
0 1 21 7.88248 8.06634 -1.33628 -1.33624 -1.33628 -1.33635
